Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula
443109,9982568590;4475593,5760720700;01-07-14;04  SALAMANCA;04-05 LISTA;MARTIRES CONCEPCIONISTAS, CALLE, DE LAS;19;204530216
442991,9811850000;4475682,3182200000;01-07-14;04  SALAMANCA;04-05 LISTA;MONTESA, CALLE, DE;28;204530174
442981,8571327240;4475751,6146602500;01-07-14;04  SALAMANCA;04-05 LISTA;MONTESA, CALLE, DE;39;204530214
442987,2389975990;4475819,4927387400;01-07-14;04  SALAMANCA;04-05 LISTA;MONTESA, CALLE, DE;47;204530195
442971,2013915120;4475596,5620246600;01-07-14;04  SALAMANCA;04-05 LISTA;MONTESA, PASAJE, DE;2;204530215
442605,5590151590;4475836,5971431900;01-07-14;04  SALAMANCA;04-05 LISTA;PADILLA, CALLE, DE;43;204530197
442770,5538124140;4475835,3908868900;01-07-14;04  SALAMANCA;04-05 LISTA;PADILLA, CALLE, DE;51;204530196
441607,9889975990;4475831,8260720700;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLANA, PASEO, DE LA;26;204630217
441645,5059500000;4476019,8338050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLANA, PASEO, DE LA;38;204630218
441642,3432300000;4476308,6685950000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLANA, PASEO, DE LA;50;204630219
442257,9889975990;4476232,9094054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;102;204630275
442274,1834420440;4476365,4649609600;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;112;204630259
442271,0723309330;4476454,9927387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;120;204630274
442212,7389975990;4475601,7427387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;65;204630278
442250,2389975990;4475947,1316276300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;83;204630276
442249,4647500000;4476119,4768050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CASTELLO, CALLE, DE;97;204630255
441868,3003300000;4476398,9808950000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CLAUDIO COELLO, CALLE, DE;116;204630256
441871,0723309330;4476479,7427387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CLAUDIO COELLO, CALLE, DE;143 B;204630265
441806,4371700000;4475631,0303100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CLAUDIO COELLO, CALLE, DE;75;204630246
441849,4864500000;4475958,1314050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;CLAUDIO COELLO, CALLE, DE;94;204630266
441965,6834420440;4476394,1316276300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;GENERAL ORAA, CALLE, DEL;24;204630257
442160,7945531550;4476378,3538498500;01-07-14;04  SALAMANCA;04-06 CASTELLANA;GENERAL ORAA, CALLE, DEL;38;204630258
441690,7389975990;4476420,9094054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;HERMANOS BECQUER, CALLE, DE LOS;8;204630260
441870,2777191420;4475742,9429077400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;12;204630221
441948,4056642660;4475737,9094054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;16;204630222
442068,1278864880;4475728,6871831800;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;26;204630223
442187,5340700000;4475720,3662100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;30;204630224
442185,8223309330;4475740,1594054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;30;204630225
441796,5507700000;4475748,8690100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JOSE ORTEGA Y GASSET, CALLE, DE;8;204630220
441897,2684736910;4476016,8766983800;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;10;204630226
442091,7212025900;4476035,0693616600;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;13;204630232
442192,1278864880;4476026,9649609600;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;19;204630231
442098,5167753770;4476003,1316276300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;20;204630227
442308,8501087110;4476018,9094054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;25;204630230
442192,5264516210;4475995,8507514600;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;26;204630228
441889,0723309330;4476047,9094054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;3 C;204630234
442318,7389975990;4475987,4927387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;30;204630229
441970,4889975990;4476042,2427387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;JUAN BRAVO, CALLE, DE;7;204630233
441956,0740500000;4476253,9843050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LAGASCA, CALLE, DE;109;204630268
441959,4889975990;4476480,9927387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LAGASCA, CALLE, DE;127;204630267
441898,7897700000;4475624,8462100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LAGASCA, CALLE, DE;69;204630247
441912,5915700000;4475765,9562100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LAGASCA, CALLE, DE;77;204630269
441918,0064500000;4475896,6517050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LAGASCA, CALLE, DE;87;204630249
441583,2945531550;4476426,1316276300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;LOPEZ DE HOYOS, CALLE, DE;2;204630261
441694,5306642660;4476475,2010720700;21-10-16;04  SALAMANCA;04-06 CASTELLANA;LOPEZ DE HOYOS, CALLE, DE;8;204630281
442155,9525660920;4476139,4263920300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;MALDONADO, CALLE, DE;27;204630254
441864,4681500000;4476159,0266050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;MALDONADO, CALLE, DE;3;204630252
441934,5183500000;4476142,1485050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;MALDONADO, CALLE, DE;9;204630253
442293,0334602700;4475740,7061048800;01-07-14;04  SALAMANCA;04-06 CASTELLANA;MARQUES DE SALAMANCA, PLAZA, DEL;5;204630277
442178,1556642660;4476458,6594054000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;114;204630270
442107,3745700000;4475609,2177100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;67;204630111
442115,4612198220;4475758,2982942900;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;75;204630273
442123,6329234370;4475867,4582671200;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;79;204630250
442144,4085500000;4475958,2647050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;80;204630272
442151,2201587490;4476240,1096241100;01-07-14;04  SALAMANCA;04-06 CASTELLANA;NUÑEZ DE BALBOA, CALLE, DE;97;204630271
442289,8223309330;4475872,0760720700;18-07-16;04  SALAMANCA;04-06 CASTELLANA;PADILLA, CALLE, DE;25;204630280
442230,5367500000;4475860,5181050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;PADILLA, CALLE, DE;36;204630251
441831,6654500000;4475890,2488050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;PADILLA, CALLE, DE;8;204630248
441617,6834420440;4476501,7427387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;PINAR, CALLE, DEL;4;204630263
441494,3042726160;4476543,9279607400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;SALAS, CALLE, DE;2;204630264
442051,3223309330;4476185,4094054000;08-06-15;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;100;204630279
442036,9903420190;4476345,8001971600;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;105;204630243
442062,0306642660;4476334,0760720700;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;112;204630244
442047,7389975990;4476496,5760720700;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;119;204630245
441988,5300305050;4475667,1898507800;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;63;204630235
442000,3842500000;4475822,3778050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;71;204630237
442013,7666700000;4475663,5542100000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;76;204630236
442009,4017500000;4475936,1444050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;77;204630239
442018,1556642660;4476079,7427387400;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;83;204630241
442024,7235500000;4475819,6905050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;86 A;204630238
442025,4427013030;4476175,8353313300;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;91;204630242
442043,4800500000;4476085,9800050000;01-07-14;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;96;204630240
441898,1373450000;4477859,3560970000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;19;205110462
441913,8223309330;4478057,6594054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ALFONSO RODRIGUEZ SANTAMARIA, CALLE, DE;33;205110502
441571,8223309330;4476663,4927387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;ALVAREZ DE BAENA, CALLE, DE;4;205110297
442149,8504670000;4477139,8506420000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ANTONIO PEREZ, CALLE, DE;28;205110465
442250,3134300000;4477008,3506420000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ANTONIO PEREZ, CALLE, DE;7;205110461
442251,7393560000;4477138,4061970000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ANTONIO RODRIGUEZ VILLA, CALLE, DE;1;205110485
442335,9543380000;4477779,4166490000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ARGA, CALLE, DEL;24;205110494
441779,7484560000;4478000,8838740000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ARMANDO PALACIO VALDES, CALLE, DE;13;205110519
441706,6929000000;4477913,8005410000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ARMANDO PALACIO VALDES, CALLE, DE;3;205110520
441598,9056642660;4477731,2427387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;BALBINA VALVERDE, CALLE, DE;16;205110513
441613,5817890000;4477803,8560970000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;BALBINA VALVERDE, CALLE, DE;24;205110459
441665,1373450000;4477866,4672080000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;BALBINA VALVERDE, CALLE, DE;28;205110457
441534,7019605620;4477626,6501461500;01-01-17;05  CHAMARTÍN;05-01 EL VISO;BALBINA VALVERDE, CALLE, DE;9;205110512
441506,2389975990;4477224,9927387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;BELALCAZAR, CALLE, DE;2;205110330
441501,0723309330;4477303,2427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;BELALCAZAR, CALLE, DE;7;205110332
442407,7628490000;4477605,0512450000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;11;205110436
442434,9889975990;4477688,9927387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CALERAS, CALLE, DE LAS;8;205110434
441727,3501087110;4477363,6871831800;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;17;205110334
441413,9052350000;4477363,6245250000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;2;205110336
441615,9056642660;4477353,9094054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CARBONERO Y SOL, CALLE, DE;22;205110333
441424,2100450000;4477609,4670100000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;114;205110291
441442,4056642660;4477622,2010720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;114;205110419
441429,2819050000;4477698,1820800000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;205110292
441448,2152050000;4477700,6558800000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;116;205110337
441447,7389975990;4477910,6316276300;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;205110294
441465,0723309330;4477898,2427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;126;205110342
441476,6290950000;4478038,5703450000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;134;205110344
441459,6278864880;4478059,2427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;136;205110299
441440,4889975990;4476686,9927387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;74;205110298
441398,1556642660;4477183,2427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;92;205110290
441422,3223309330;4476758,5760720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;205110285
441441,2389975990;4477833,1594054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;205110293
441503,6556642660;4476733,7427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;205110323
442283,9707300000;4476620,6913950000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLO, CALLE, DE;123;205110305
441966,8380950000;4476913,1905900000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;12;205110311
442016,8152950000;4476971,3238900000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;16;205110312
441916,5167753770;4476817,9649609600;01-07-14;05  CHAMARTÍN;05-01 EL VISO;CASTELLON DE LA PLANA, CALLE, DE;5;205110310
442162,9706780000;4478021,9116520000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CIDACOS, CALLE, DEL;S/N;205110499
442366,0221090000;4477851,5697640000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;23;205110450
442229,6556642660;4477921,5760720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CINCA, CALLE, DEL;5;205110449
441991,8595670000;4478111,7449860000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;22;205110454
442100,2945531550;4478105,5760720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;28;205110453
442318,7484560000;4478097,7172080000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;205110458
442397,0723309330;4478097,2427387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;205110463
441736,0723309330;4477583,4094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;1;205110510
441759,4056642660;4477772,4094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DANIEL URRABIETA, CALLE, DE;12;205110516
441836,8871457480;4477973,8723683700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;23;205110517
441825,5723309330;4477803,4094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DARRO, CALLE, DE;6;205110523
442077,4056642660;4477462,0945905900;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;10 B;205110525
442029,1700320000;4477467,5015100000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;11;205110526
442210,6556642660;4477558,8260720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;16;205110466
442192,1329950000;4477571,1681770000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;25;205110429
442266,3922540000;4477642,6866950000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;31;205110430
442330,6556642660;4477706,2427387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;37;205110431
441965,8366990000;4477419,8718800000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;6;205110524
442395,5126590000;4477017,3421070000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;DUQUE DE SEVILLA, CALLE, DEL;2;205110482
442251,7389975990;4476761,5760720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;EDISON, CALLE, DE;3;205110303
442414,7214720000;4477392,0114630000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;EMILIO CAMPION, CALLE, DE;9;205110473
442321,3552170000;4477665,5755840000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ESTEVEZ, CALLE, DE;S/N;205110469
442308,2393560000;4477169,5173080000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;11;205110437
442375,5733240000;4477102,3818340000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FELIPE CAMPOS, CALLE, DE;2 C;205110481
441871,4131690000;4477691,4634810000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO ALCANTARA, CALLE, DE;24;205110507
442311,2389975990;4476836,2427387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FRANCISCO SILVELA, CALLE, DE;124;205110425
442220,8223309330;4477289,9094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FRANCO, CALLE, DE;26;205110480
441774,3223309330;4477899,4094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;FRAY JUAN GIL, CALLE, DE;5;205110518
442346,1288800000;4477220,3818340000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;25;205110475
442377,9324421410;4477241,1040205600;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;26;205110468
442212,4245410000;4477072,6099010000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GABRIEL LOBO, CALLE, DE;6;205110464
442280,1700320000;4477444,6126210000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GALLARZA, CALLE, DE;19;205110478
442227,0723309330;4477694,2427387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;1;205110490
442280,5723309330;4477878,4927387400;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GENIL, CALLE, DEL;17;205110493
441598,7493950000;4477290,5929900000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;GRIJALBA, CALLE, DE;17;205110331
441659,0774390000;4477598,7978060000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;11;205110456
441838,6362170000;4477539,0919720000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GUADALQUIVIR, CALLE, DEL;3;205110455
441952,1556642660;4477696,0760720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;GUADIANA, CALLE, DEL;8;205110506
441611,6852950000;4478016,0674450000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;GUTIERREZ SOLANA, CALLE, DE;4;205110347
441694,3223309330;4477972,6594054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;GUTIERREZ SOLANA, CALLE, DE;8;205110352
441488,3143950000;4477847,3546450000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;HERMANOS PINZON, CALLE, DE LOS;1;205110340
441488,6934100000;4477808,0029070000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;HERMANOS PINZON, CALLE, DE LOS;4;205110339
441741,8223309330;4477177,6594054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;JORGE MANRIQUE, CALLE, DE;27;205110327
441471,0723309330;4476842,5760720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;2;205110286
441419,5723309330;4476954,8260720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;S/N;205110288
441919,7389975990;4477142,8260720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;JUAN DE LA CIERVA, CALLE, DE;6;205110353
441488,0723309330;4477724,2427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;1;205110338
441549,9612198220;4477785,1871831800;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;22;205110420
441767,0800950000;4478058,1117450000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;25;205110351
441602,7945531550;4477837,6871831800;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;28;205110421
441681,6556642660;4477921,6594054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;42;205110422
441756,9056642660;4478009,9094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;52;205110460
441585,5723309330;4477854,6316276300;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;S/N;205110343
441972,4056642660;4476621,4927387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LAGASCA, CALLE, DE;150;205110315
442182,6278864880;4476796,6871831800;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, CALLE, DE;40;205110308
441949,4056642660;4476646,1594054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, CALLE, DE;S/N;205110316
442290,3504670000;4476908,4617530000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LOPEZ DE HOYOS, GLORIETA, DE;4;205110424
442312,0548060000;4477310,8633150000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;LORIGA, PASAJE, DE;2;205110476
441452,6556642660;4477140,5760720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;MAESTRO RIPOLL, CALLE, DEL;5;205110287
441615,7389975990;4478128,4927387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;MARCELIANO SANTA MARIA, CALLE, DE;11;205110348
442404,9889975990;4477290,5760720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;MARIA FRANCISCA, CALLE, DE;5;205110474
441687,2441060000;4477743,3903990000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;MARIA GUERRERO, PLAZA, DE;1;205110515
442373,3552170000;4477518,5755840000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;MARQUES DE VALDECILLA, CALLE, DEL;41;205110471
442324,6844350000;4477374,4559080000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;MARQUES DE VALDECILLA, CALLE, DEL;6;205110477
442190,5723309330;4476624,0760720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;NUÑEZ DE BALBOA, CALLE, DE;120;205110306
442149,9056642660;4476879,3260720700;01-07-14;05  CHAMARTÍN;05-01 EL VISO;OQUENDO, CALLE, DE;23;205110313
442056,6885500000;4477633,0570650000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;ORIA, CALLE, DEL;8;205110488
442085,1072950000;4477019,6437900000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PABLO ARANDA, CALLE, DE;24;205110317
441961,9831950000;4477044,7047900000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PABLO ARANDA, CALLE, DE;3;205110318
441635,4007580000;4476743,0146130000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;1;205110324
441904,9056642660;4476712,7427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;15;205110309
441749,5723309330;4476766,7427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;20;205110326
442158,9889975990;4476704,4094054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;21;205110307
442338,4056642660;4476672,4094054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PEDRO DE VALDIVIA, CALLE, DE;38;205110304
441687,1556642660;4476688,1594054000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PINAR, CALLE, DEL;18;205110325
442015,9056642660;4477873,0205165200;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PISUERGA, CALLE, DEL;8;205110504
442409,6237700000;4476841,7309960000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;111 A;205110439
442434,9577380000;4477121,2251510000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;131;205110438
442446,7282801550;4477231,8643505200;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;135;205110435
442468,0920680000;4477455,3389770000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;141;205110433
442489,9889975990;4477695,9094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;195;205110432
442512,6889900000;4477931,6750600000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;207 A;205110495
442522,9889975990;4478047,0760720700;01-01-17;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;211;205110496
441702,7389975990;4477415,7427387400;01-07-14;05  CHAMARTÍN;05-01 EL VISO;PUENTE DEL DUERO, CALLE, DEL;11;205110335
441560,3496950000;4477874,1088450000;01-07-14;05  CHAMARTÍN;05-01 EL VISO;QUITO, PLAZA, DE;S/N;205110341
441892,6556642660;4477432,1594054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;REPUBLICA ARGENTINA, PLAZA, DE LA;7;205110423
442245,9848470000;4477496,1681770000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;11;205110472
442075,0723309330;4477249,4649609600;01-01-17;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;4;205110427
442302,1556642660;4477571,9094054000;01-01-17;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE;46 B;205110470
